,confidence,Incumbent Supplier,Receiving Plant,Receiving Plant City,Receiving Plant State,Receiving Plant Zip Code,Total Amount,Invoice,Equipment Type,Qty,Unit,Rate,Amount
146,0.876,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$13,251.38",282577,110 Ton RT (d),8.00,Hour(s),$160.00,"$1,280.00"
147,0.876,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$13,251.38",282577,USS 110T-RT Labor ST,8.00,Hour(s),$129.81,"$1,038.48"
148,0.876,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$13,251.38",282577,USS Oiler ST,8.00,Hour(s),$123.30,$986.40
149,0.876,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$13,251.38",282577,Fuel,15.00,Gallon(s),$11.00,$165.00
150,0.876,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$13,251.38",282577,50K Telehandler (d),1.00,Day(s),"$5,100.00","$5,100.00"
151,0.876,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$13,251.38",282577,Operator Labor - ST,8.00,Hour(s),$155.00,"$1,240.00"
152,0.876,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$13,251.38",282577,Operator Labor - OT,0.50,Hour(s),$205.00,$102.50
153,0.876,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$13,251.38",282577,Delivery - Telehandler,2.00,Each,"$1,010.00","$2,020.00"
154,0.876,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$13,251.38",282577,Permits (Round Trip),1.00,Set(s),"$1,000.00","$1,000.00"
155,0.876,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$13,251.38",282577,Fuel,29.00,Gallon(s),$11.00,$319.00
156,0.915,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$6,939.76",276364,110 Ton RT (d),8.00,Hour(s),$160.00,"$1,280.00"
157,0.915,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$6,939.76",276364,USS 110T-RT Operator,8.00,Hour(s),$129.81,"$1,038.48"
158,0.915,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$6,939.76",276364,ST,,,,
159,0.915,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$6,939.76",276364,USS Oiler ST,8.00,Hour(s),$123.30,$986.40
160,0.915,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$6,939.76",276364,Fuel,15.00,Gallon(s),$11.00,$165.00
161,0.915,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$6,939.76",276364,110 Ton RT (d),8.00,Hour(s),$160.00,"$1,280.00"
162,0.915,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$6,939.76",276364,USS 110T-RT Operator,8.00,Hour(s),$129.81,"$1,038.48"
163,0.915,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$6,939.76",276364,ST,,,,
164,0.915,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$6,939.76",276364,USS Oiler ST,8.00,Hour(s),$123.30,$986.40
165,0.915,"Stevenson Crane Service, Inc.",US Steel - #14 Blast Furnace,"Gary,",IN,,"$6,939.76",276364,Fuel,15.00,Gallon(s),$11.00,$165.00
166,0.997,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,410.00",271626,"1,050lb Track Loader",1.00,Month(s),"$2,300.00","$2,300.00"
167,0.997,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,410.00",271626,Operator Labor - ST,1.00,Hour(s),$0.00,$0.00
168,0.997,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,410.00",271626,Fuel,10.00,Gallon(s),$11.00,$110.00
169,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$2,165.02",283618,USS 2.2MP Labor ST,8.00,Hour(s),$125.63,"$1,005.04"
170,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$2,165.02",283618,USS 2.2MP Labor OT,0.50,Hour(s),$154.94,$77.47
171,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$2,165.02",283618,USS 2.2MP Labor ST,8.00,Hour(s),$125.63,"$1,005.04"
172,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$2,165.02",283618,USS 2.2MP Labor OT,0.50,Hour(s),$154.94,$77.47
173,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$12,468.00",277161,Road Mechanic - ST,6.00,Hour(s),220.00,"$1,320.00"
174,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$12,468.00",277161,R8N0255,1.00,Each,263.00,$263.00
175,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$12,468.00",277161,N3NO200SP,1.00,Each,106.34,$106.34
176,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$12,468.00",277161,S1N0114,1.00,Each,19.44,$19.44
177,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$12,468.00",277161,T3N0003,1.00,Each,"3,644.26","$3,644.26"
178,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$12,468.00",277161,S2R0493S,1.00,Each,"5,797.00","$5,797.00"
179,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$12,468.00",277161,Shipping,1.00,Each,"1,214.36","$1,214.36"
180,0.876,"Stevenson Crane Service, Inc.",US Steel - #6 Blast Furnace,"Gary,",IN,,"$12,468.00",277161,Consumables,1.00,Each,103.60,$103.60
181,0.987,"Stevenson Crane Service, Inc.",Midwest,"Portage,",IN,,"$9,006.00",288261,30 Ton RT (m) tax,1.00,Month(s),"$7,500.00","$7,500.00"
182,0.987,"Stevenson Crane Service, Inc.",Midwest,"Portage,",IN,,"$9,006.00",288261,Delivery - RT Crane,1.00,Each,"$1,200.00","$1,200.00"
183,0.987,"Stevenson Crane Service, Inc.",Midwest,"Portage,",IN,,"$9,006.00",288261,Permits (Round Trip),1.00,Set(s),$300.00,$300.00
184,0.987,"Stevenson Crane Service, Inc.",Midwest,"Portage,",IN,,"$9,006.00",288261,Fuel,1.00,Gallon(s),$6.00,$6.00
185,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$8,710.56",288642,160 Ton RT Daily,8.00,Hour(s),$280.00,"$2,240.00"
186,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$8,710.56",288642,USS 160T-RT Labor ST,8.00,Hour(s),$133.27,"$1,066.16"
187,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$8,710.56",288642,USS Oiler ST,8.00,Hour(s),$123.30,$986.40
188,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$8,710.56",288642,Delivery - RT Crane IND,2.00,Each,"$1,500.00","$3,000.00"
189,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$8,710.56",288642,Permits In - IND,2.00,Each,$500.00,"$1,000.00"
190,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$8,710.56",288642,Fuel,38.00,Gallon(s),$11.00,$418.00
191,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$3,000.00",273003,Misc. Equipment - Bare,1.00,Month(s),$950.00,$950.00
192,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$3,000.00",273003,Misc. Equipment - Bare,1.00,Month(s),"$1,200.00","$1,200.00"
193,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$3,000.00",273003,Shuttle Van,1.00,Month(s),$850.00,$850.00
194,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,$619.76,272924,USS 30/35T-RT Operator,4.00,Hour(s),$154.94,$619.76
195,0.992,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,800.00",280597,"11,000 lbs Forktruck 4x4",1.00,Month(s),"$2,800.00","$2,800.00"
196,0.992,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,800.00",280597,Environmental Impact,1.00,Each,$0.00,$0.00
197,0.992,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$1,537.00",265543,15 Ton CD,8.00,Hour(s),$50.00,$400.00
198,0.992,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$1,537.00",265543,Operator Labor - ST,8.00,Hour(s),$120.00,$960.00
199,0.992,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$1,537.00",265543,Operator Labor - OT,0.50,Hour(s),$200.00,$100.00
200,0.992,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$1,537.00",265543,Fuel,7.00,Gallon(s),$11.00,$77.00
201,0.987,"Stevenson Crane Service, Inc.",Carbonics Plant,"Gary,",IN,,"$1,777.61",290248,65 Ton RT (d),8.50,Hour(s),$70.00,$595.00
202,0.987,"Stevenson Crane Service, Inc.",Carbonics Plant,"Gary,",IN,,"$1,777.61",290248,USS 65/70T-RT Labor ST,8.00,Hour(s),$127.02,"$1,016.16"
203,0.987,"Stevenson Crane Service, Inc.",Carbonics Plant,"Gary,",IN,,"$1,777.61",290248,USS 65/70T-RT Labor,0.50,Hour(s),$156.89,$78.45
204,0.987,"Stevenson Crane Service, Inc.",Carbonics Plant,"Gary,",IN,,"$1,777.61",290248,Fuel,8.00,Gallon(s),$11.00,$88.00
205,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,165.02",282852,USS 2.2MP Labor ST,8.00,Hour(s),$125.63,"$1,005.04"
206,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,165.02",282852,USS 2.2MP Labor OT,0.50,Hour(s),$154.94,$77.47
207,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,165.02",282852,USS 2.2MP Labor ST,8.00,Hour(s),$125.63,"$1,005.04"
208,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$2,165.02",282852,USS 2.2MP Labor OT,0.50,Hour(s),$154.94,$77.47
209,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$1,082.51",279865,USS 2.2MP Labor ST,8.00,Hour(s),$125.63,"$1,005.04"
210,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$1,082.51",279865,USS 2.2MP Labor OT,0.50,Hour(s),$154.94,$77.47
211,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$3,000.00",258622,Misc. Equipment - Bare,1.00,Month(s),$950.00,$950.00
212,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$3,000.00",258622,Misc. Equipment - Bare,1.00,Month(s),"$1,200.00","$1,200.00"
213,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$3,000.00",258622,Shuttle Van,1.00,Month(s),$850.00,$850.00
214,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,770 Ton AT - ST,72.00,Hour(s),"$1,100.00","$79,200.00"
215,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,770 Ton AT - OT,39.50,Hour(s),"$1,300.00","$51,350.00"
216,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,Crew Labor - ST,72.00,Hour(s),$335.00,"$24,120.00"
217,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,Crew Labor - OT,49.50,Hour(s),$500.00,"$24,750.00"
218,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,Mobilization - In,1.00,Each,"$28,000.00","$28,000.00"
219,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,Permits In,2.00,Each,"$1,000.00","$2,000.00"
220,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,Mobilization - Out,1.00,Each,"$28,000.00","$28,000.00"
221,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,Permits Out,2.00,Each,"$1,000.00","$2,000.00"
222,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,70 Ton RT Daily,8.50,Hour(s),$70.00,$595.00
223,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,70 Ton RT Daily,9.00,Hour(s),$70.00,$630.00
224,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,USS 65/70T-RT Labor ST,16.00,Hour(s),$127.02,"$2,032.32"
225,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,USS 65/70T-RT Labor,2.50,Hour(s),$156.89,$392.23
226,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,25 Ton CD (w),2.50,Week(s),"$4,675.00","$11,687.50"
227,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,Operator Labor - ST,64.00,Hour(s),$155.00,"$9,920.00"
228,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,Operator Labor - OT,45.00,Hour(s),$205.00,"$9,225.00"
229,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,Delivery - Carrydeck,2.00,Each,$500.00,"$1,000.00"
230,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,Permits (Round Trip),1.00,Set(s),$500.00,$500.00
231,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,Craft Foreman - ST,32.00,Hour(s),$165.00,"$5,280.00"
232,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,Craft Foreman - OT,23.00,Hour(s),$255.00,"$5,865.00"
233,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,*Miscellaneous,1.00,Each,"$2,000.00","$2,000.00"
234,0.915,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$300,780.27",287226,Fuel Surcharge,,,6.00%,"$12,233.22"
235,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$11,800.00",287636,25 Ton CD (w),1.00,Week(s),"$4,675.00","$4,675.00"
236,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$11,800.00",287636,Operator Labor - OT,2.00,Hour(s),$205.00,$410.00
237,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$11,800.00",287636,Operator Labor - PT,21.50,Hour(s),$230.00,"$4,945.00"
238,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$11,800.00",287636,Delivery - Carrydeck IND,2.00,Each,$500.00,"$1,000.00"
239,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$11,800.00",287636,Permits In - IND,2.00,Each,$275.00,$550.00
240,0.987,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$11,800.00",287636,Fuel,20.00,Gallon(s),$11.00,$220.00
241,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$6,500.00",265009,Overage Hours,1.00,Hour(s),$0.00,$0.00
242,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN 46402,,"$6,500.00",265009,2.2 Ton Mini Picker,1.00,Month(s),"$6,500.00","$6,500.00"
243,0.987,"Stevenson Crane Service, Inc.",US Steel - Ore Dock,"Gary,",IN,,"$13,000.00",265049,Delivery - RT Crane IND,1.00,Each,"$6,000.00","$6,000.00"
244,0.987,"Stevenson Crane Service, Inc.",US Steel - Ore Dock,"Gary,",IN,,"$13,000.00",265049,Return - Rough Terrain,1.00,Each,"$6,000.00","$6,000.00"
245,0.987,"Stevenson Crane Service, Inc.",US Steel - Ore Dock,"Gary,",IN,,"$13,000.00",265049,Permits (Round Trip),1.00,Set(s),"$1,000.00","$1,000.00"
246,0.997,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$3,736.00",263835,85 Ton RT,1.00,Day(s),"$2,500.00","$2,500.00"
247,0.997,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$3,736.00",263835,Operator Labor - ST,8.00,Hour(s),$120.00,$960.00
248,0.997,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$3,736.00",263835,Operator Labor - OT,0.50,Hour(s),$200.00,$100.00
249,0.997,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$3,736.00",263835,Fuel,16.00,Gallon(s),$11.00,$176.00
250,0.369,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$9,460.86",287786,160 Ton RT Daily,8.50,Hour(s),$280.00,"$2,380.00"
251,0.369,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$9,460.86",287786,USS Oiler OT,8.50,Hour(s),$151.63,"$1,288.86"
252,0.369,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$9,460.86",287786,Fuel,11.00,Gallon(s),$11.00,$121.00
253,0.369,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$9,460.86",287786,50-55T RT (d),1.00,Day(s),"$1,500.00","$1,500.00"
254,0.369,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$9,460.86",287786,Operator Labor - OT,8.50,Hour(s),$205.00,"$1,742.50"
255,0.369,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$9,460.86",287786,Fuel,8.00,Gallon(s),$11.00,$88.00
256,0.369,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$9,460.86",287786,10K 55' Telehandler,1.00,Day(s),$510.00,$510.00
257,0.369,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$9,460.86",287786,Operator Labor - OT,8.50,Hour(s),$205.00,"$1,742.50"
258,0.369,"Stevenson Crane Service, Inc.","84"" Hot Strip - Weekly Outage","Gary,",IN,,"$9,460.86",287786,Fuel,8.00,Gallon(s),$11.00,$88.00
259,0.997,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$1,888.00",258043,30 Ton Rough Terrain,9.00,Hour(s),$60.00,$540.00
260,0.997,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$1,888.00",258043,Operator Labor - ST,8.00,Hour(s),$120.00,$960.00
261,0.997,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$1,888.00",258043,Operator Labor - OT,1.50,Hour(s),$200.00,$300.00
262,0.997,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip",Gary,IN,,"$1,888.00",258043,Fuel,8.00,Gallon(s),$11.00,$88.00
263,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,110 Ton RT (d),45.00,Hour(s),$160.00,"$7,200.00"
264,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,USS 110T-RT Labor ST,32.00,Hour(s),$129.81,"$4,153.92"
265,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,USS 110T-RT Labor OT,13.00,Hour(s),$160.79,"$2,090.27"
266,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,USS Oiler ST,32.00,Hour(s),$123.30,"$3,945.60"
267,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,USS Oiler OT,13.00,Hour(s),$151.63,"$1,971.19"
268,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,110 Ton RT (d),36.00,Hour(s),$160.00,"$5,760.00"
269,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,USS 110T-RT Labor ST,24.00,Hour(s),$129.81,"$3,115.44"
270,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,USS 110T-RT Labor OT,12.00,Hour(s),$160.79,"$1,929.48"
271,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,USS Oiler ST,24.00,Hour(s),$123.30,"$2,959.20"
272,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,USS Oiler OT,12.00,Hour(s),$151.63,"$1,819.56"
273,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,125' Articulating Boom,1.00,Week(s),"$5,600.00","$5,600.00"
274,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,Delivery - Boom Lift,2.00,Each,$510.00,"$1,020.00"
275,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,Permits (Aerials) - IND,1.00,Set(s),$275.00,$275.00
276,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,Environmental Impact,1.00,Each,$15.00,$15.00
277,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,Light Tower,1.00,Week(s),$450.00,$450.00
278,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,Delivery - Light Tower,2.00,Each,$225.00,$450.00
279,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,Environmental Impact,1.00,Each,$15.00,$15.00
280,0.94,"Stevenson Crane Service, Inc.",14 Blast Furnace,"Gary,",IN,,"$44,914.66",289595,Fuel,195.00,Gallon(s),$11.00,"$2,145.00"
281,0.977,"Stevenson Crane Service, Inc.",US Steel - Ore Dock,"Gary,",IN,,"$90,177.00",283535,330 Ton AT - ST,32.00,Hour(s),$900.00,"$28,800.00"
282,0.977,"Stevenson Crane Service, Inc.",US Steel - Ore Dock,"Gary,",IN,,"$90,177.00",283535,330 Ton AT,41.50,Hour(s),"$1,100.00","$45,650.00"
283,0.977,"Stevenson Crane Service, Inc.",US Steel - Ore Dock,"Gary,",IN,,"$90,177.00",283535,Crew Labor - OT,4.00,Hour(s),$445.00,"$1,780.00"
284,0.977,"Stevenson Crane Service, Inc.",US Steel - Ore Dock,"Gary,",IN,,"$90,177.00",283535,Truck Driver - OT,8.00,Hour(s),$250.00,"$2,000.00"
285,0.977,"Stevenson Crane Service, Inc.",US Steel - Ore Dock,"Gary,",IN,,"$90,177.00",283535,Freight - Counterweight,4.00,Load(s),"$1,500.00","$6,000.00"
286,0.977,"Stevenson Crane Service, Inc.",US Steel - Ore Dock,"Gary,",IN,,"$90,177.00",283535,Permits (Round Trip),1.00,Set(s),"$1,000.00","$1,000.00"
287,0.977,"Stevenson Crane Service, Inc.",US Steel - Ore Dock,"Gary,",IN,,"$90,177.00",283535,Fuel Surcharge,,,6.00%,"$4,947.00"
288,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",257706,80' Articulating Boom,1.00,Day(s),$975.00,$975.00
289,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",257706,Environmental Impact,1.00,Each,$0.00,$0.00
290,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",257706,Delivery - Boom Lift,1.00,Each,$0.00,$0.00
291,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",257706,Return - Boom Lift,1.00,Each,$0.00,$0.00
292,0.987,"Stevenson Crane Service, Inc.","US Steel - 84"" Hot Strip Weekly Outage","Gary,",IN,,"$1,030.00",257706,Fuel,5.00,Gallon(s),$11.00,$55.00
293,0.997,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$1,758.00",261044,30 Ton Rough Terrain,8.50,Hour(s),$60.00,$510.00
294,0.997,"Stevenson Crane Service, Inc.",US Steel - #2 QBOP/Caster,Gary,IN,,"$1,758.00",261044,Operator Labor - ST,8.00,Hour(s),$120.00,$960.00
