,confidence,Incumbent Supplier,Receiving Plant,Receiving Plant City,Receiving Plant State,Receiving Plant Zip Code,Total Amount,Invoice,Equipment Type,Qty,Daily,Weekly,Monthly,Hours In,Hours Out,Amount,Usage in Hours,Hourly
735,0.977,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,642.00",216707349-017,"4"" QC TEE",5 4,14,28,84,,,210,,
736,0.977,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,642.00",216707349-017,HOSE 4X20 RUBBER SUCTION CAMLOCK,25,50,100,300,,,"3,750.00",,
737,0.977,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,642.00",216707349-017,1 X 50 HYD HOSE,2,55,110,330,,,330,,
738,0.977,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,642.00",216707349-017,1-1/4 X 50 HYDRAULIC HOSE,2,65,130,390,,,390,,
739,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP I&II,MOUNTAIN IRON,MN,55768-3013,"2,881.00",222039180-001,SKID STEER MINI 301-600# TRACKED,1,280,780,"2,055.00",. 00,217.6,"2,055.00",,
740,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",,GRANITE CITY,IL,62040,605,790032319-022,"GLO/OFFICE CONTAINER 8X40X9'6""",1,,,605,,,605,,
741,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP I&II,MOUNTAIN IRON,MN,55768-3013,"1,890.00",206030745-009,BOOM 40-50' ARTICULATING,1,395,890,"1,890.00",. 00,2169,"1,890.00",,
742,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP I&II,MOUNTAIN IRON,MN,55768-3013,"1,890.00",206030745-014,BOOM 40-50' ARTICULATING,1,395,890,"1,890.00",. 00,2169,"1,890.00",,
743,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,541,214265584-012,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,915,745,541,,
744,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,248.23",229416714-002,"PUMP 6"" DBA-SILENCER VAC ASSIST - DIESEL",1,708.3,"1,416.65","4,248.23",. 00,4835.9,"4,248.23",,708.3
745,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",,GRANITE CITY,IL,62040,605,790032319-024,"GLO/OFFICE CONTAINER 8X40X9'6""",1,,,605,,,605,,
746,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,507.00",214026550-010,FORKLIFT WHSE 6000# GAS/LP,1,286,743,"1,507.00",. 00,861.91,"1,507.00",,
747,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"9,360.00",216707349-016,"4"" QC TEE",5,14,28,84,,,420,,
748,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"9,360.00",216707349-016,HOSE 4X20 RUBBER SUCTION CAMLOCK,25,50,100,300,,,"7,500.00",,
749,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"9,360.00",216707349-016,1 X 50 HYD HOSE,2,55,110,330,,,660,,
750,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"9,360.00",216707349-016,1-1/4 X 50 HYDRAULIC HOSE,2,65,130,390,,,780,,
751,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214265736-004,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,1725,470,,
752,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,507.00",214027488-012,FORKLIFT WHSE 6000# GAS/LP,1,286,743,"1,507.00",. 00,500,"1,507.00",,
753,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",,LORAIN,OH,44055-1932,"4,423.00",221342976-004,SKID STEER TRACK LOADER 2400-2799#,1,505,"1,244.00","3,146.00",. 00,2116.6,"3,146.00",,
754,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",,LORAIN,OH,44055-1932,"4,423.00",221342976-004,SKID STEER BRUSH MOWER ATTACHMENT,1,179,594,"1,277.00",,,"1,277.00",,
755,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",,LORAIN,OH,44055-1932,"4,423.00",221342976-004,"SKID STEER BUCKET 72"" SMOOTH",1,,,,,,,,
756,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS-GARY WORKS,GARY,IN,46402-1060,"1,068.51",124205482-109,FORKLIFT WHSE 1000-4000# ELEC WALKBEHIND,1,164,425,"1,045.00",. 00,75,"1,045.00",,164
757,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP I&II,MOUNTAIN IRON,MN,55768-3013,"1,985.00",228814545-005,BOOM 40-50' ARTICULATING,1,415,935,"1,985.00",. 00,2438,"1,985.00",,
758,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"3,150.00-",200772763-023,HOSE 4X20 RUBBER SUCTION - CAMLOCK,4,38,76,225,,,900.00-,,
759,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"3,150.00-",200772763-023,HOSE 3X50 LAYFLAT DISCHARGE - CAMLOCK,18,21,42,125,,,"2,250.00-",,
760,0.964,,FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,243.00",225035206,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,87,205,578,,1,"1,243.00",,
761,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,507.00",214265413-001,FORKLIFT WHSE 6000# GAS/LP,1,286,743,"1,507.00",. 00,1761.06,"1,507.00",,
762,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP I&II,MOUNTAIN IRON,MN,55768-3013,"1,890.00",206030745-018,BOOM 40-50' ARTICULATING,1,395,890,"1,890.00",. 00,2169,"1,890.00",,
763,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"3,815.00",213953172-006,FORKLIFT VARIABLE REACH 12000# 53'-69',1,572,"1,612.00","3,485.00",. 00,967.45,"3,485.00",,
764,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"3,815.00",213953172-006,FORKLIFT FORK POSITION CARRIAGE,1,78,100,330,,,330,,
765,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",PLANT BULL GANG,MOUNTAIN IRON,MN,55768-3013,"2,130.00",212493468-013,BOOM 30-39' ARTICULATING IC 4WD,1,513,"1,049.00","2,130.00",. 00,1368.7,"2,130.00",,
766,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,791,214551178-009,SWEEPER WALKBEHIND,1,199,453,791,. 00,285,791,,
767,0.977,"UNITED RENTALS (NORTH AMERICA), INC.",STANDBY POWER,KEEWATIN,MN,55753,"11,760.00",201142137-030,STANDBY RENTAL 800KW GENERATOR,1,2040,3920,11760,,,,,
768,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",PELLET PLANT,KEEWATIN,MN,55753,"4,984.00",215883715-004,CRANE 8.5-9 TON INDUSTRIAL,1,"1,131.00","2,063.00","4,984.00",. 00,1900,"4,984.00",,
769,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS STEEL RESEARCH,MUNHALL,PA,15120-5044,"1,485.00",218670537-002,"SCRUBBER RIDE ON ELECTRIC UPTO 40"" PATH",1,471,"1,485.00","2,921.00",6.9,. 02,"1,485.00",,
770,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",CONCENTRATOR,MOUNTAIN IRON,MN,55768-3013,489,231574830-002,"SCISSOR LIFT 18-19' ELECTRIC 60"" LENGTH",1,155,260,489,. 00,88.3,489,,
771,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS-GARY WORKS,GARY,IN,46402-1060,"1,068.51",124205482-106,FORKLIFT WHSE 1000-4000# ELEC WALKBEHIND,1,164,425,"1,045.00",. 00,75,"1,045.00",,164
772,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-007,"4"" QC TEE",5,14,28,84,,,420,,
773,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-007,HOSE 4X20 RUBBER SUCTION CAMLOCK,25,50,100,300,,,"7,500.00",,
774,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-007,"6"" TMSN HYDRAULIC PUMP HEAD 60HST",1,250,500,"1,500.00",,,"1,500.00",,
775,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-007,74HP TMSN 32HPU HYDRAULIC POWER UNIT,1,450,900,"2,700.00",. 00,1,"2,700.00",,
776,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-007,1 X 50 HYD HOSE,2,55,110,330,,,660,,
777,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"13,560.00",216707349-007,1-1/4 X 50 HYDRAULIC HOSE,2,65,130,390,,,780,,
778,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,583.00",228127691-002,FORKLIFT WHSE 6000# GAS/LP,1,301,781,"1,583.00",. 00,2275.46,"1,583.00",,
779,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,SEAL ROTATING HEAD J THMPS,1,293.57,,,,,293.57,,
780,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,SEAL STATIONARY J100 THMP S,1,304.87,,,,,304.87,,
781,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,"HOSE, HYD 1/2 X 4 M THMPS",1,47.4,,,,,47.4,,
782,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,"O RING, BEARING HOUS THMP S",1,4.54,,,,,4.54,,
783,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,SEAL C/R 17374 THMP S,1,41.98,,,,,41.98,,
784,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,SLEEVE SHAFT REV SEA THMP S,1,61.15,,,,,61.15,,
785,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,SLINGER 60HST THMP S,1,33.84,,,,,33.84,,
786,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,"SHIM, IMPELLER J100 THMP S",1,5.62,,,,,5.62,,
787,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,O RING THMP S,1,1.15,,,,,1.15,,
788,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,IMPELLER 40-46 SERIE THMPS,1,764.61,,,,,764.61,,
789,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,"WASHER, IMPELLER THMP S",1,19.11,,,,,19.11,,
790,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,"VOLUTE, 40/46HST 3-H THMPS",1,1699.95,,,,,"1,699.95",,
791,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,"WEARPLATE, 40SER CI THMP S",1,993.44,,,,,993.44,,
792,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,SEAL 5/8 X 1 1/2 SAE THMP S,1,2.81,,,,,2.81,,
793,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,"CUTWATER, 40/46 3-HO THMPS",1,229.38,,,,,229.38,,
794,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,"FHCS, 1/2-13 X 1 SS3 THMP S",3,2.88,,,,,8.64,,
795,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,"GASKET, DISCH 40HST THMP S",1,23.32,,,,,23.32,,
796,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"6,720.00",219200491-001,SHOP SUPPLIES MCI,1,75,,,,,75,,
797,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",KEETAC FAB SHOP,KEEWATIN,MN,55753,"1,774.00",228303276-001,FORKLIFT VARIABLE REACH 5000# 16-20',1,374,843,"1,774.00",. 00,1192.5,"1,774.00",,
798,0.977,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"4,310.00",211921357-004,EXCAVATOR 30000-34999#REDUCED TAIL SWING,1,729,"1,971.00","4,310.00",. 00,3037.7,"4,310.00",,
799,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,390.58",216710343-004,BOX 25 YD DEWATERING ROLL TARP W/INSERT,1,78.35 78.35,548.79,"2,195.29",,,"2,195.29",,
800,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,390.58",216710343-004,BOX 25 YD DEWATERING ROLL TARP W/INSERT,1,78.35 78.35,548.79,"2,195.29",,,"2,195.29",,
801,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP I&II,MOUNTAIN IRON,MN,55768-3013,"3,405.70",213025027-003,BOOM 60-64' ARTICULATING,1,803,"1,513.00","3,200.00",2817.7,2476.5,"3,200.00",,
802,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS-KEETAC- OUTAGE,KEEWATIN,MN,55753,469,225904068-005,SCISSOR LIFT 19' ELECTRIC,1,120,280,469,. 00,96.4,469,,
803,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS GARY,GARY,IN,46402-3101,"3,740.31",220867170-006,SKID STEER TRACK LOADER 1700-1999#,1,471.00 471.00,"1,343.00","2,943.00",1567.3,1216.5,"2,943.00",,
804,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS GARY,GARY,IN,46402-3101,"3,740.31",220867170-006,"SKID STEER BUCKET 66"" SMOOTH",1,110,248,715,,,715,,
805,0.992,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,276.00",214264980-004,FORKLIFT WHSE 3000# GAS/LP,1,178,391,"1,276.00",. 00,1220,"1,276.00",,
806,0.977,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP I&II,MOUNTAIN IRON,MN,55768-3013,"1,406.00",191157367-023,FORKLIFT WHSE 6000# GAS/LP,1,266,693,"1,406.00",. 00,343.9,"1,406.00",,
807,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS - GRANITE CITY,GRANITE CITY,IL,62040,"1,925.00",216332284-007,FORKLIFT ROUGH TERRAIN 6000# 21-29',1,375,900,"1,925.00",. 00,5116.8,"1,925.00",,
808,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214602284-003,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,300,470,,
809,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"3,815.00",213953172-010,FORKLIFT VARIABLE REACH 12000# 53'-69',1,572,"1,612.00","3,485.00",. 00,967.45,"3,485.00",,
810,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP III,MOUNTAIN IRON,MN,55768-3013,"3,815.00",213953172-010,FORKLIFT FORK POSITION CARRIAGE,1,78,100,330,,,330,,
811,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",JOB GARAGE,CLAIRTON,PA,15025,"4,200.00",203333992-017,BOOM 76-85' ARTICULATING,1,900,"1,900.00","4,200.00",. 00,1773.2,"4,200.00",,
812,0.976,"UNITED RENTALS (NORTH AMERICA), INC.",WHEELING MACHINE,WHITE HALL,AR,71602-3117,"20,027.00",217668667-001,FORKLIFT WHSE 25000-30000# PNEUMATIC,1,"2,326.00","6,992.00","18,643.00",,,"18,643.00",,
813,0.976,"UNITED RENTALS (NORTH AMERICA), INC.",WHEELING MACHINE,WHITE HALL,AR,71602-3117,"20,027.00",217668667-001,CATALYST#,,,,,,,,,
814,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",KEETAC FAB SHOP,KEEWATIN,MN,55753,"1,689.00",214307947-005,FORKLIFT VARIABLE REACH 5000# 16-20',1,356,802,"1,689.00",. 00,850,"1,689.00",,
815,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214265736-010,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,1725,470,,
816,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"4,042.00",214326870-001,FORKLIFT WHSE 20000-22499# PNEUMATIC,1,596,"1,908.00","4,042.00",. 00,2807,"4,042.00",,
817,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL MIDWEST (PORTAGE),PORTAGE,IN,46368,"1,453.01",176155418-042,TANK 6500 GAL TD POLY W/LINER,1,27.5,192.5,770,,,770,,
818,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL MIDWEST (PORTAGE),PORTAGE,IN,46368,"1,453.01",176155418-042,BERM 7500 GAL EZ SET FENCE,1,24.39,170.75,683.01,,,683.01,,
819,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,"1,905.00",197892331-032,MODULAR BLDG 24X60 W/1-RR,1,,,"1,815.00",,,"1,815.00",,
820,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,"1,905.00",197892331-032,OFFICE TRAILER STEPS,2,,,45,,,90,,
821,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214265584-004,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,745,470,,
822,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"3,150.00-",200772763-022,HOSE 4X20 RUBBER SUCTION - CAMLOCK,4,38,76,225,,,900.00-,,
823,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"3,150.00-",200772763-022,HOSE 3X50 LAYFLAT DISCHARGE - CAMLOCK,18,21,42,125,,,"2,250.00-",,
824,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",JOB GARAGE,CLAIRTON,PA,15025,"1,700.00",222649676-006,COMPRESSOR 1600-1800 CFM TIER 4,1,500,"1,700.00","5,400.00",1774.2,1723,"1,700.00",,
825,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",,LORAIN,OH,44055-1932,"3,676.00",221342976-006,SKID STEER TRACK LOADER 2400-2799#,1,505,"1,244.00","3,146.00",2174.6,2116.6,"2,488.00",,
826,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",,LORAIN,OH,44055-1932,"3,676.00",221342976-006,SKID STEER BRUSH MOWER ATTACHMENT,1,179,594,"1,277.00",,,"1,188.00",,
827,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",,LORAIN,OH,44055-1932,"3,676.00",221342976-006,"SKID STEER BUCKET 72"" SMOOTH",1,,,,,,,,N/C
828,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",WHEELING MACHINE,WHITE HALL,AR,71602-3117,"8,376.00",218840215-001,FORKLIFT WHSE 25000-30000# PNEUMATIC,1,"2,326.00","6,992.00","18,643.00",,,"6,992.00",,"2,326.00"
829,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,629.06",218905142-006,BOX 25 YD DEWATERING ROLL TARP,1,79.00 79.00,549,"2,196.00",,,"2,196.00",,
830,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,629.06",218905142-006,BOX 25 YD DEWATERING ROLL TARP,1,79.00 79.00,549,"2,196.00",,,"2,196.00",,
831,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL,GARY,IN,46402-3101,"4,629.06",218905142-006,HOSE 3X20 TANK TRUCK CAMLOCK,2,19.72 19.72,39.46,118.53,,,237.06,,
832,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",JOB GARAGE,CLAIRTON,PA,15025,"4,200.00",203333992-018,BOOM 76-85' ARTICULATING,1,900,"1,900.00","4,200.00",. 00,1773.2,"4,200.00",,
833,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS-KEETAC,KEEWATIN,MN,55753,469,225904068-003,SCISSOR LIFT 19' ELECTRIC,1,120,280,469,. 00,96.4,469,,
834,0.964,"UNITED RENTALS (NORTH AMERICA), INC.",US STEEL-FAIRFIELD WORKS,FAIRFIELD,AL,35064-1218,"1,020.27",190103876-028,BOX 25 YD VACUUM ROLL OFF,1,241.34 34.47,241.34,965.41,,,965.41,,
835,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",USS - GRANITE CITY,GRANITE CITY,IL,62040,"1,925.00",216332284-006,FORKLIFT ROUGH TERRAIN 6000# 21-29',1,375,900,"1,925.00",. 00,5116.8,"1,925.00",,
836,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",PLANT BULL GANG,MOUNTAIN IRON,MN,55768-3013,"2,130.00",212493468-017,BOOM 30-39' ARTICULATING IC 4WD,1,513,"1,049.00","2,130.00",. 00,1368.7,"2,130.00",,
837,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",PELLET PLANT,KEEWATIN,MN,55753,"5,029.50",221106052-004,COMPRESSOR 750-795 CFM 150 PSI T4,1,691.50 461.00,"1,561.50 1,041.00","4,591.50 3,061.00",,,"4,591.50",,
838,0.94,"UNITED RENTALS (NORTH AMERICA), INC.",PELLET PLANT,KEEWATIN,MN,55753,"5,029.50",221106052-004,"AIR HOSE 2"" X 25'",2,34,77,219,. 00,4386,438,,
839,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",EDWARDSVILLE,GRANITE CITY,IL,62040,605,790032319-020,"GLO/OFFICE CONTAINER 8X40X9'6""",1,,,605,,,605,,
840,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214602284-001,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,300,470,,
841,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,525,219938490-007,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,79,186,525,1965,1623.7,525,,
842,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,293.00",214264980-008,FORKLIFT WHSE 3000# GAS/LP,1,178,391,"1,276.00",1237.5,1220,"1,276.00",,
843,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,293.00",214264980-008,,,,,,,,,,2
844,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,525,219938490-002,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,79,186,525,. 00,1623.7,525,,
845,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",AGGLOMERATOR STEP I&II,MOUNTAIN IRON,MN,55768-3013,"1,985.00",228814545-002,BOOM 40-50' ARTICULATING,1,415,935,"1,985.00",. 00,2438,"1,985.00",,
846,0.915,"UNITED RENTALS (NORTH AMERICA), INC.",STANDBY POWER,KEEWATIN,MN,55753,"11,760.00",201142137-021,GENERATOR 1000-1199 KVA,1,"1,800.00","3,600.00","10,800.00",. 00,9919.7,"10,800.00",,
847,0.915,"UNITED RENTALS (NORTH AMERICA), INC.",STANDBY POWER,KEEWATIN,MN,55753,"11,760.00",201142137-021,,13,,,,,,,,
848,0.915,"UNITED RENTALS (NORTH AMERICA), INC.",STANDBY POWER,KEEWATIN,MN,55753,"11,760.00",201142137-021,,10,,,,,,,,
849,0.915,"UNITED RENTALS (NORTH AMERICA), INC.",STANDBY POWER,KEEWATIN,MN,55753,"11,760.00",201142137-021,,1,,,,,,,,
850,0.915,"UNITED RENTALS (NORTH AMERICA), INC.",STANDBY POWER,KEEWATIN,MN,55753,"11,760.00",201142137-021,,1,,,,,,,,
851,0.915,"UNITED RENTALS (NORTH AMERICA), INC.",STANDBY POWER,KEEWATIN,MN,55753,"11,760.00",201142137-021,,1,,,,,,,,
852,0.915,"UNITED RENTALS (NORTH AMERICA), INC.",STANDBY POWER,KEEWATIN,MN,55753,"11,760.00",201142137-021,CABLE 4/0 AWG 400 AMP 50' CAM,16,15,20,60,,,960,,
853,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,520,790007275-036,"GLO/OFFICE CONTAINER 8X20X8'6""",1,,,395,,,395,,
854,0.987,"UNITED RENTALS (NORTH AMERICA), INC.","1 BROADWAY, GARY",GARY,IN,46402,520,790007275-036,"CONTAINER 8X20X8'6""",1,,,125,,,125,,
855,0.997,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,470,214602284-007,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,71,175,470,. 00,300,470,,
856,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,507.00",214026550-007,FORKLIFT WHSE 6000# GAS/LP,1,286,743,"1,507.00",. 00,861.91,"1,507.00",,
857,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,"1,583.00",228073986-006,FORKLIFT WHSE 6000# GAS/LP,1,301,781,"1,583.00",712,1100.64,"1,583.00",,
858,0.987,"UNITED RENTALS (NORTH AMERICA), INC.",FINES CRUSHER,MOUNTAIN IRON,MN,55768-3013,578,225035206-008,INDUSTRIAL ELECTRIC CART 3 WHEELED,1,87,205,578,. 00,1,578,,
